card_id,name,supertype,subtypes,types,hp,number,rarity,artist,set.id,set.name,set.series,set.release_date,release_year,images.small,images.large,prices.tcgplayer_variants.normal.market,prices.tcgplayer_variants.holofoil.market,prices.tcgplayer_variants.reverseHolofoil.market,prices.cardmarket_trend,prices.cardmarket_avg_sell,effective_market_price
sm8-46,Houndoom,Pokémon,Stage 1,Fire,110.0,46,Rare,Sekio,sm8,Lost Thunder,Sun & Moon,2018/11/02,2018,https://images.pokemontcg.io/sm8/46.png,https://images.pokemontcg.io/sm8/46_hires.png,1.22,,5.49,0.67,0.62,1.22
bwp-BW35,Meowth,Pokémon,Basic,Colorless,60.0,BW35,Promo,Sumiyoshi Kizuki,bwp,BW Black Star Promos,Black & White,2011/03/01,2011,https://images.pokemontcg.io/bwp/BW35.png,https://images.pokemontcg.io/bwp/BW35_hires.png,56.44,,,8.82,6.47,56.44
bw5-40,Minun,Pokémon,Basic,Lightning,60.0,40,Common,Naoki Saito,bw5,Dark Explorers,Black & White,2012/05/09,2012,https://images.pokemontcg.io/bw5/40.png,https://images.pokemontcg.io/bw5/40_hires.png,7.02,,28.29,0.58,0.59,7.02
basep-44,Magmar,Pokémon,Basic,Fire,60.0,44,Promo,Atsuko Nishida,basep,Wizards Black Star Promos,Base,1999/07/01,1999,https://images.pokemontcg.io/basep/44.png,https://images.pokemontcg.io/basep/44_hires.png,34.06,,,20.29,15.82,34.06
ex2-39,Kabuto,Pokémon,Stage 1,Water,60.0,39,Uncommon,Atsuko Nishida,ex2,Sandstorm,EX,2003/09/18,2003,https://images.pokemontcg.io/ex2/39.png,https://images.pokemontcg.io/ex2/39_hires.png,4.45,,45.9,1.56,1.84,4.45
sm3-42,Electabuzz,Pokémon,Basic,Lightning,80.0,42,Uncommon,match,sm3,Burning Shadows,Sun & Moon,2017/08/05,2017,https://images.pokemontcg.io/sm3/42.png,https://images.pokemontcg.io/sm3/42_hires.png,0.18,,0.35,0.06,0.09,0.18
hgss4-49,Porygon2,Pokémon,Stage 1,Colorless,80.0,49,Uncommon,Kouki Saitou,hgss4,HS—Triumphant,HeartGold & SoulSilver,2010/11/03,2010,https://images.pokemontcg.io/hgss4/49.png,https://images.pokemontcg.io/hgss4/49_hires.png,0.84,,8.0,0.27,0.48,0.84
ex10-45,Quilava,Pokémon,Stage 1,Fire,70.0,45,Uncommon,Hajime Kusajima,ex10,Unseen Forces,EX,2005/08/01,2005,https://images.pokemontcg.io/ex10/45.png,https://images.pokemontcg.io/ex10/45_hires.png,1.73,,46.34,0.45,0.73,1.73
sm7-46,Kyogre,Pokémon,Basic,Water,130.0,46,Rare Holo,Shin Nagasawa,sm7,Celestial Storm,Sun & Moon,2018/08/03,2018,https://images.pokemontcg.io/sm7/46.png,https://images.pokemontcg.io/sm7/46_hires.png,,2.9,3.65,2.45,2.98,2.9
xy9-39,Frogadier,Pokémon,Stage 1,Water,70.0,39,Uncommon,Shin Nagasawa,xy9,BREAKpoint,XY,2016/02/03,2016,https://images.pokemontcg.io/xy9/39.png,https://images.pokemontcg.io/xy9/39_hires.png,0.35,,0.9,0.22,0.2,0.35
smp-SM37,Decidueye-GX,Pokémon,"Stage 2, GX",Grass,240.0,SM37,Promo,5ban Graphics,smp,SM Black Star Promos,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/smp/SM37.png,https://images.pokemontcg.io/smp/SM37_hires.png,,7.54,,5.35,6.3,7.54
xy6-44,Togetic,Pokémon,Stage 1,Fairy,80.0,44,Uncommon,Kanako Eo,xy6,Roaring Skies,XY,2015/05/06,2015,https://images.pokemontcg.io/xy6/44.png,https://images.pokemontcg.io/xy6/44_hires.png,0.5,,1.1,0.21,0.2,0.5
base2-38,Lickitung,Pokémon,Basic,Colorless,90.0,38,Uncommon,Mitsuhiro Arita,base2,Jungle,Base,1999/06/16,1999,https://images.pokemontcg.io/base2/38.png,https://images.pokemontcg.io/base2/38_hires.png,,,,9.91,1.63,9.91
np-39,Rayquaza ex,Pokémon,"Basic, EX",Colorless,100.0,39,Promo,Ryo Ueda,np,Nintendo Black Star Promos,NP,2003/10/01,2003,https://images.pokemontcg.io/np/39.png,https://images.pokemontcg.io/np/39_hires.png,,517.27,,126.35,151.34,517.27
base6-42,Fearow,Pokémon,Stage 1,Colorless,70.0,42,Uncommon,Mitsuhiro Arita,base6,Legendary Collection,Other,2002/05/24,2002,https://images.pokemontcg.io/base6/42.png,https://images.pokemontcg.io/base6/42_hires.png,1.73,,70.0,1.78,2.02,1.73
pl3-42,Sandslash,Pokémon,Stage 1,Fighting,90.0,42,Rare,Kagemaru Himeno,pl3,Supreme Victors,Platinum,2009/08/19,2009,https://images.pokemontcg.io/pl3/42.png,https://images.pokemontcg.io/pl3/42_hires.png,2.88,,4.0,1.69,3.0,2.88
dp7-38,Farfetch'd,Pokémon,Basic,Colorless,70.0,38,Uncommon,Sumiyoshi Kizuki,dp7,Stormfront,Diamond & Pearl,2008/11/01,2008,https://images.pokemontcg.io/dp7/38.png,https://images.pokemontcg.io/dp7/38_hires.png,0.71,,7.69,0.13,0.23,0.71
xy0-39,Tierno,Trainer,Supporter,,,39,,Ken Sugimori,xy0,Kalos Starter Set,XY,2013/11/08,2013,https://images.pokemontcg.io/xy0/39.png,https://images.pokemontcg.io/xy0/39_hires.png,0.09,,,0.46,0.21,0.09
xy8-41,Panpour,Pokémon,Basic,Water,60.0,41,Common,Midori Harada,xy8,BREAKthrough,XY,2015/11/04,2015,https://images.pokemontcg.io/xy8/41.png,https://images.pokemontcg.io/xy8/41_hires.png,0.17,,0.38,0.11,0.12,0.17
bw8-47,Magnezone,Pokémon,Stage 2,Lightning,140.0,47,Rare,match,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/47.png,https://images.pokemontcg.io/bw8/47_hires.png,1.08,,2.58,0.61,0.23,1.08
mcd11-9,Zorua,Pokémon,Basic,Darkness,50.0,9,,Ken Sugimori,mcd11,McDonald's Collection 2011,Other,2011/06/17,2011,https://images.pokemontcg.io/mcd11/9.png,https://images.pokemontcg.io/mcd11/9_hires.png,,8.91,,3.88,2.61,8.91
ex15-36,Quilava δ,Pokémon,Stage 1,Psychic,70.0,36,Uncommon,Midori Harada,ex15,Dragon Frontiers,EX,2006/11/01,2006,https://images.pokemontcg.io/ex15/36.png,https://images.pokemontcg.io/ex15/36_hires.png,4.03,,74.99,2.11,0.8,4.03
sm1-44,Wishiwashi,Pokémon,Basic,Water,30.0,44,Uncommon,Mitsuhiro Arita,sm1,Sun & Moon,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/sm1/44.png,https://images.pokemontcg.io/sm1/44_hires.png,0.12,,0.44,0.09,0.1,0.12
xyp-XY36,Treecko,Pokémon,Basic,Grass,60.0,XY36,Promo,Akira Komayama,xyp,XY Black Star Promos,XY,2013/10/12,2013,https://images.pokemontcg.io/xyp/XY36.png,https://images.pokemontcg.io/xyp/XY36_hires.png,,3.89,,1.3,1.97,3.89
xy11-49,Lampent,Pokémon,Stage 1,Psychic,80.0,49,Uncommon,miki kudo,xy11,Steam Siege,XY,2016/08/03,2016,https://images.pokemontcg.io/xy11/49.png,https://images.pokemontcg.io/xy11/49_hires.png,0.2,,0.44,0.09,0.06,0.2
xy4-42,Lampent,Pokémon,Stage 1,Psychic,70.0,42,Uncommon,kawayoo,xy4,Phantom Forces,XY,2014/11/05,2014,https://images.pokemontcg.io/xy4/42.png,https://images.pokemontcg.io/xy4/42_hires.png,0.35,,3.29,0.29,0.29,0.35
sm75-44,Salamence-GX,Pokémon,"Stage 2, GX",Dragon,250.0,44,Rare Holo GX,5ban Graphics,sm75,Dragon Majesty,Sun & Moon,2018/09/07,2018,https://images.pokemontcg.io/sm75/44.png,https://images.pokemontcg.io/sm75/44_hires.png,,9.85,,6.27,6.92,9.85
sm10-38,Poliwhirl,Pokémon,Stage 1,Water,90.0,38,Uncommon,Yukiko Baba,sm10,Unbroken Bonds,Sun & Moon,2019/05/03,2019,https://images.pokemontcg.io/sm10/38.png,https://images.pokemontcg.io/sm10/38_hires.png,0.33,,0.94,0.2,0.16,0.33
sm6-42,Mesprit,Pokémon,Basic,Psychic,70.0,42,Uncommon,kodama,sm6,Forbidden Light,Sun & Moon,2018/05/04,2018,https://images.pokemontcg.io/sm6/42.png,https://images.pokemontcg.io/sm6/42_hires.png,0.39,,2.1,0.11,0.12,0.39
gym2-50,Koga's Weezing,Pokémon,Stage 1,Grass,70.0,50,Uncommon,Ken Sugimori,gym2,Gym Challenge,Gym,2000/10/16,2000,https://images.pokemontcg.io/gym2/50.png,https://images.pokemontcg.io/gym2/50_hires.png,,,,3.5,3.48,3.5
neo3-42,Chinchou,Pokémon,Basic,Lightning,50.0,42,Common,Atsuko Nishida,neo3,Neo Revelation,Neo,2001/09/21,2001,https://images.pokemontcg.io/neo3/42.png,https://images.pokemontcg.io/neo3/42_hires.png,,,,0.94,0.79,0.94
dpp-DP46,Garchomp C LV.X,Pokémon,"Level-Up, SP",Colorless,110.0,DP46,Promo,Shizurow,dpp,DP Black Star Promos,Diamond & Pearl,2007/05/01,2007,https://images.pokemontcg.io/dpp/DP46.png,https://images.pokemontcg.io/dpp/DP46_hires.png,,81.71,,,,81.71
xy7-47,Beldum,Pokémon,Basic,Metal,60.0,47,Common,Yuka Morii,xy7,Ancient Origins,XY,2015/08/12,2015,https://images.pokemontcg.io/xy7/47.png,https://images.pokemontcg.io/xy7/47_hires.png,0.34,,1.15,0.18,0.18,0.34
sm12-49,Spheal,Pokémon,Basic,Water,60.0,49,Common,sui,sm12,Cosmic Eclipse,Sun & Moon,2019/11/01,2019,https://images.pokemontcg.io/sm12/49.png,https://images.pokemontcg.io/sm12/49_hires.png,0.24,,0.6,0.07,0.13,0.24
ecard1-38,Butterfree,Pokémon,Stage 2,Grass,80.0,38,Rare,Sumiyoshi Kizuki,ecard1,Expedition Base Set,E-Card,2002/09/15,2002,https://images.pokemontcg.io/ecard1/38.png,https://images.pokemontcg.io/ecard1/38_hires.png,28.08,,30.95,6.52,4.33,28.08
xy10-45,Riolu,Pokémon,Basic,Fighting,70.0,45,Common,You Iribi,xy10,Fates Collide,XY,2016/05/02,2016,https://images.pokemontcg.io/xy10/45.png,https://images.pokemontcg.io/xy10/45_hires.png,0.29,,0.56,0.1,0.12,0.29
bw11-50,Thundurus,Pokémon,Basic,Lightning,110.0,50,Rare Holo,Yukiko Baba,bw11,Legendary Treasures,Black & White,2013/11/06,2013,https://images.pokemontcg.io/bw11/50.png,https://images.pokemontcg.io/bw11/50_hires.png,,1.97,2.04,2.15,2.53,1.97
base4-46,Kadabra,Pokémon,Stage 1,Psychic,60.0,46,Uncommon,Ken Sugimori,base4,Base Set 2,Base,2000/02/24,2000,https://images.pokemontcg.io/base4/46.png,https://images.pokemontcg.io/base4/46_hires.png,2.35,,,0.95,1.03,2.35
bw3-43,Victini,Pokémon,Basic,Psychic,60.0,43,Rare,Shin Nagasawa,bw3,Noble Victories,Black & White,2011/11/16,2011,https://images.pokemontcg.io/bw3/43.png,https://images.pokemontcg.io/bw3/43_hires.png,10.18,,19.91,1.47,4.42,10.18
pl2-42,Hippowdon E4,Pokémon,"Basic, SP",Fighting,90.0,42,Uncommon,Kagemaru Himeno,pl2,Rising Rivals,Platinum,2009/05/16,2009,https://images.pokemontcg.io/pl2/42.png,https://images.pokemontcg.io/pl2/42_hires.png,0.57,,1.75,0.21,0.15,0.57
bw9-46,Muk,Pokémon,"Stage 1, Team Plasma",Psychic,100.0,46,Rare,5ban Graphics,bw9,Plasma Freeze,Black & White,2013/05/08,2013,https://images.pokemontcg.io/bw9/46.png,https://images.pokemontcg.io/bw9/46_hires.png,1.24,,30.26,0.52,0.84,1.24
swsh1-48,Lapras,Pokémon,Basic,Water,130.0,48,Rare,Kazuma Koda,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/48.png,https://images.pokemontcg.io/swsh1/48_hires.png,0.28,,0.87,0.76,0.52,0.28
ecard3-13,Jolteon,Pokémon,Stage 1,Lightning,70.0,13,Rare,Hikaru Koike,ecard3,Skyridge,E-Card,2003/05/12,2003,https://images.pokemontcg.io/ecard3/13.png,https://images.pokemontcg.io/ecard3/13_hires.png,59.17,,,8.65,8.54,59.17
pl1-47,Crobat G,Pokémon,"Basic, SP",Psychic,80.0,47,Uncommon,Makoto Imai,pl1,Platinum,Platinum,2009/02/11,2009,https://images.pokemontcg.io/pl1/47.png,https://images.pokemontcg.io/pl1/47_hires.png,3.68,,19.49,0.89,1.02,3.68
ex11-45,Illumise,Pokémon,Basic,Grass,60.0,45,Uncommon,Midori Harada,ex11,Delta Species,EX,2005/10/31,2005,https://images.pokemontcg.io/ex11/45.png,https://images.pokemontcg.io/ex11/45_hires.png,1.64,,6.97,1.39,0.62,1.64
gym1-46,Erika's Gloom,Pokémon,Stage 1,Grass,70.0,46,Uncommon,Ken Sugimori,gym1,Gym Heroes,Gym,2000/08/14,2000,https://images.pokemontcg.io/gym1/46.png,https://images.pokemontcg.io/gym1/46_hires.png,,,,6.58,6.09,6.58
ex1-36,Lairon,Pokémon,Stage 1,Metal,70.0,36,Uncommon,Ken Sugimori,ex1,Ruby & Sapphire,EX,2003/07/01,2003,https://images.pokemontcg.io/ex1/36.png,https://images.pokemontcg.io/ex1/36_hires.png,2.4,,11.71,0.72,0.84,2.4
xy5-47,Sealeo,Pokémon,Stage 1,Water,90.0,47,Uncommon,Masakazu Fukuda,xy5,Primal Clash,XY,2015/02/04,2015,https://images.pokemontcg.io/xy5/47.png,https://images.pokemontcg.io/xy5/47_hires.png,0.24,,0.62,0.15,0.13,0.24
pl4-48,Shelgon,Pokémon,Stage 1,Colorless,80.0,48,Uncommon,Atsuko Nishida,pl4,Arceus,Platinum,2009/11/04,2009,https://images.pokemontcg.io/pl4/48.png,https://images.pokemontcg.io/pl4/48_hires.png,0.46,,1.95,0.28,0.19,0.46
ex13-46,Manectric,Pokémon,Stage 1,Lightning,80.0,46,Uncommon,Midori Harada,ex13,Holon Phantoms,EX,2006/05/01,2006,https://images.pokemontcg.io/ex13/46.png,https://images.pokemontcg.io/ex13/46_hires.png,1.1,,25.03,1.06,0.85,1.1
bw2-40,Scolipede,Pokémon,Stage 2,Psychic,140.0,40,Rare,kawayoo,bw2,Emerging Powers,Black & White,2011/08/31,2011,https://images.pokemontcg.io/bw2/40.png,https://images.pokemontcg.io/bw2/40_hires.png,0.93,,1.89,0.56,0.79,0.93
sm11-41,Snover,Pokémon,Basic,Water,90.0,41,Common,otumami,sm11,Unified Minds,Sun & Moon,2019/08/02,2019,https://images.pokemontcg.io/sm11/41.png,https://images.pokemontcg.io/sm11/41_hires.png,0.18,,0.52,0.09,0.07,0.18
xy1-46,Emolga-EX,Pokémon,"Basic, EX",Lightning,110.0,46,Rare Holo EX,Eske Yoshinob,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/46.png,https://images.pokemontcg.io/xy1/46_hires.png,,8.49,,5.91,5.54,8.49
swsh2-41,Wingull,Pokémon,Basic,Water,70.0,41,Common,0313,swsh2,Rebel Clash,Sword & Shield,2020/05/01,2020,https://images.pokemontcg.io/swsh2/41.png,https://images.pokemontcg.io/swsh2/41_hires.png,0.21,,0.34,0.05,0.05,0.21
dp6-41,Torkoal,Pokémon,Basic,Fire,80.0,41,Rare,Midori Harada,dp6,Legends Awakened,Diamond & Pearl,2008/08/01,2008,https://images.pokemontcg.io/dp6/41.png,https://images.pokemontcg.io/dp6/41_hires.png,2.4,,4.99,0.63,0.48,2.4
sm9-48,Galvantula,Pokémon,Stage 1,Lightning,90.0,48,Rare,SATOSHI NAKAI,sm9,Team Up,Sun & Moon,2019/02/01,2019,https://images.pokemontcg.io/sm9/48.png,https://images.pokemontcg.io/sm9/48_hires.png,0.35,,0.7,0.43,0.43,0.35
g1-34,Haunter,Pokémon,Stage 1,Psychic,70.0,34,Uncommon,Midori Harada,g1,Generations,XY,2016/02/22,2016,https://images.pokemontcg.io/g1/34.png,https://images.pokemontcg.io/g1/34_hires.png,0.79,,6.06,0.58,0.45,0.79
neo2-38,Eevee,Pokémon,Basic,Colorless,50.0,38,Uncommon,Aya Kusube,neo2,Neo Discovery,Neo,2001/06/01,2001,https://images.pokemontcg.io/neo2/38.png,https://images.pokemontcg.io/neo2/38_hires.png,,,,1.32,4.92,1.32
dp2-41,Bayleef,Pokémon,Stage 1,Grass,80.0,41,Uncommon,Midori Harada,dp2,Mysterious Treasures,Diamond & Pearl,2007/08/01,2007,https://images.pokemontcg.io/dp2/41.png,https://images.pokemontcg.io/dp2/41_hires.png,1.01,,3.66,0.74,0.47,1.01
swsh4-43,Pikachu V,Pokémon,"Basic, V",Lightning,190.0,43,Rare Holo V,Saki Hayashiro,swsh4,Vivid Voltage,Sword & Shield,2020/11/13,2020,https://images.pokemontcg.io/swsh4/43.png,https://images.pokemontcg.io/swsh4/43_hires.png,,2.85,,4.51,5.0,2.85
dp5-41,Monferno,Pokémon,Stage 1,Fire,70.0,41,Uncommon,Daisuke Ito,dp5,Majestic Dawn,Diamond & Pearl,2008/05/01,2008,https://images.pokemontcg.io/dp5/41.png,https://images.pokemontcg.io/dp5/41_hires.png,0.79,,7.28,0.23,0.28,0.79
base1-48,Doduo,Pokémon,Basic,Colorless,50.0,48,Common,Mitsuhiro Arita,base1,Base,Base,1999/01/09,1999,https://images.pokemontcg.io/base1/48.png,https://images.pokemontcg.io/base1/48_hires.png,1.22,,,2.27,2.36,1.22
sma-SV40,Garchomp,Pokémon,Stage 2,Dragon,150.0,SV40,Rare Shiny,Shin Nagasawa,sma,Hidden Fates Shiny Vault,Sun & Moon,2019/08/23,2019,https://images.pokemontcg.io/sma/SV40.png,https://images.pokemontcg.io/sma/SV40_hires.png,,10.67,,5.22,5.27,10.67
ex5-40,Luvdisc,Pokémon,Basic,Water,60.0,40,Uncommon,Miki Tanaka,ex5,Hidden Legends,EX,2004/06/01,2004,https://images.pokemontcg.io/ex5/40.png,https://images.pokemontcg.io/ex5/40_hires.png,2.34,,17.13,1.84,1.12,2.34
swsh35-49,Altaria,Pokémon,Stage 1,Colorless,110.0,49,Rare Holo,Taira Akitsu,swsh35,Champion's Path,Sword & Shield,2020/09/25,2020,https://images.pokemontcg.io/swsh35/49.png,https://images.pokemontcg.io/swsh35/49_hires.png,,0.32,0.19,0.37,0.28,0.32
xy3-36,Hypno,Pokémon,Stage 1,Psychic,90.0,36,Rare,Shigenori Negishi,xy3,Furious Fists,XY,2014/08/13,2014,https://images.pokemontcg.io/xy3/36.png,https://images.pokemontcg.io/xy3/36_hires.png,0.41,,0.95,0.58,0.58,0.41
ex6-43,Parasect,Pokémon,Stage 1,Grass,70.0,43,Uncommon,Yuka Morii,ex6,FireRed & LeafGreen,EX,2004/09/01,2004,https://images.pokemontcg.io/ex6/43.png,https://images.pokemontcg.io/ex6/43_hires.png,13.18,,41.99,5.84,5.85,13.18
sm4-38,Gengar,Pokémon,Stage 2,Psychic,130.0,38,Rare Holo,Shin Nagasawa,sm4,Crimson Invasion,Sun & Moon,2017/11/03,2017,https://images.pokemontcg.io/sm4/38.png,https://images.pokemontcg.io/sm4/38_hires.png,,24.52,23.6,14.85,13.24,24.52
sm115-48,Eevee,Pokémon,Basic,Colorless,60.0,48,Rare Holo,Kagemaru Himeno,sm115,Hidden Fates,Sun & Moon,2019/08/23,2019,https://images.pokemontcg.io/sm115/48.png,https://images.pokemontcg.io/sm115/48_hires.png,,2.85,4.62,1.79,1.66,2.85
sm35-38,Jynx,Pokémon,Basic,Psychic,90.0,38,Common,Tomokazu Komiya,sm35,Shining Legends,Sun & Moon,2017/10/06,2017,https://images.pokemontcg.io/sm35/38.png,https://images.pokemontcg.io/sm35/38_hires.png,0.39,,0.89,0.14,0.14,0.39
neo4-46,Light Flareon,Pokémon,Stage 1,Fire,80.0,46,Uncommon,Atsuko Nishida,neo4,Neo Destiny,Neo,2002/02/28,2002,https://images.pokemontcg.io/neo4/46.png,https://images.pokemontcg.io/neo4/46_hires.png,,,,13.08,13.97,13.08
col1-47,Mime Jr.,Pokémon,Basic,Psychic,30.0,47,Uncommon,Noriko Hotta,col1,Call of Legends,HeartGold & SoulSilver,2011/02/09,2011,https://images.pokemontcg.io/col1/47.png,https://images.pokemontcg.io/col1/47_hires.png,1.4,,6.3,0.75,0.67,1.4
dp3-50,Flaaffy,Pokémon,Stage 1,Lightning,80.0,50,Uncommon,Kagemaru Himeno,dp3,Secret Wonders,Diamond & Pearl,2007/11/01,2007,https://images.pokemontcg.io/dp3/50.png,https://images.pokemontcg.io/dp3/50_hires.png,1.24,,4.99,0.17,0.18,1.24
ex9-48,Electrike,Pokémon,Basic,Lightning,40.0,48,Common,Masakazu Fukuda,ex9,Emerald,EX,2005/05/01,2005,https://images.pokemontcg.io/ex9/48.png,https://images.pokemontcg.io/ex9/48_hires.png,0.81,,20.59,0.43,0.35,0.81
swshp-SWSH039,Pikachu,Pokémon,Basic,Lightning,60.0,SWSH039,Promo,Hitoshi Ariga,swshp,SWSH Black Star Promos,Sword & Shield,2019/11/15,2019,https://images.pokemontcg.io/swshp/SWSH039.png,https://images.pokemontcg.io/swshp/SWSH039_hires.png,,11.12,,9.1,9.87,11.12
ex12-50,Chinchou,Pokémon,Basic,Lightning,50.0,50,Common,Sachiko Adachi,ex12,Legend Maker,EX,2006/02/01,2006,https://images.pokemontcg.io/ex12/50.png,https://images.pokemontcg.io/ex12/50_hires.png,0.7,,20.82,0.35,0.26,0.7
dp1-48,Elekid,Pokémon,Basic,Lightning,40.0,48,Uncommon,Kagemaru Himeno,dp1,Diamond & Pearl,Diamond & Pearl,2007/05/01,2007,https://images.pokemontcg.io/dp1/48.png,https://images.pokemontcg.io/dp1/48_hires.png,1.8,,11.08,0.65,0.47,1.8
ex4-48,Team Aqua's Carvanha,Pokémon,Basic,Water,50.0,48,Common,Hiromichi Sugiyama,ex4,Team Magma vs Team Aqua,EX,2004/03/01,2004,https://images.pokemontcg.io/ex4/48.png,https://images.pokemontcg.io/ex4/48_hires.png,0.49,,8.99,0.35,0.29,0.49
ex16-39,Shelgon,Pokémon,Stage 1,Colorless,80.0,39,Uncommon,Midori Harada,ex16,Power Keepers,EX,2007/02/02,2007,https://images.pokemontcg.io/ex16/39.png,https://images.pokemontcg.io/ex16/39_hires.png,0.83,,19.0,0.7,0.53,0.83
dp4-41,Hariyama,Pokémon,Stage 1,Fighting,100.0,41,Uncommon,Mitsuhiro Arita,dp4,Great Encounters,Diamond & Pearl,2008/02/01,2008,https://images.pokemontcg.io/dp4/41.png,https://images.pokemontcg.io/dp4/41_hires.png,0.4,,1.66,0.35,0.31,0.4
bw10-51,Throh,Pokémon,Basic,Fighting,100.0,51,Common,Naoki Saito,bw10,Plasma Blast,Black & White,2013/08/14,2013,https://images.pokemontcg.io/bw10/51.png,https://images.pokemontcg.io/bw10/51_hires.png,0.39,,0.59,0.21,0.17,0.39
sm2-46,Oricorio,Pokémon,Basic,Lightning,90.0,46,Rare,Naoki Saito,sm2,Guardians Rising,Sun & Moon,2017/05/05,2017,https://images.pokemontcg.io/sm2/46.png,https://images.pokemontcg.io/sm2/46_hires.png,0.3,,0.43,0.64,0.68,0.3
bw1-44,Joltik,Pokémon,Basic,Lightning,40.0,44,Common,Kouki Saitou,bw1,Black & White,Black & White,2011/04/25,2011,https://images.pokemontcg.io/bw1/44.png,https://images.pokemontcg.io/bw1/44_hires.png,0.37,,7.16,0.13,0.16,0.37
bw7-49,Keldeo-EX,Pokémon,"Basic, EX",Water,170.0,49,Rare Holo EX,Toyste Beach,bw7,Boundaries Crossed,Black & White,2012/11/07,2012,https://images.pokemontcg.io/bw7/49.png,https://images.pokemontcg.io/bw7/49_hires.png,,1.73,,2.16,2.89,1.73
ecard2-20,Lanturn,Pokémon,Stage 1,Water,80.0,20,Rare,Mitsuhiro Arita,ecard2,Aquapolis,E-Card,2003/01/15,2003,https://images.pokemontcg.io/ecard2/20.png,https://images.pokemontcg.io/ecard2/20_hires.png,17.26,,52.04,5.16,6.09,17.26
ex14-44,Aron,Pokémon,Basic,Metal,50.0,44,Common,Aya Kusube,ex14,Crystal Guardians,EX,2006/08/01,2006,https://images.pokemontcg.io/ex14/44.png,https://images.pokemontcg.io/ex14/44_hires.png,0.9,,19.23,0.57,0.37,0.9
xy2-53,Stunky,Pokémon,Basic,Darkness,60.0,53,Common,Kyoko Umemoto,xy2,Flashfire,XY,2014/05/07,2014,https://images.pokemontcg.io/xy2/53.png,https://images.pokemontcg.io/xy2/53_hires.png,0.21,,0.37,0.11,0.08,0.21
base5-44,Dark Rapidash,Pokémon,Stage 1,Fire,60.0,44,Uncommon,Kagemaru Himeno,base5,Team Rocket,Base,2000/04/24,2000,https://images.pokemontcg.io/base5/44.png,https://images.pokemontcg.io/base5/44_hires.png,,,,3.91,3.75,3.91
ex8-46,Silcoon,Pokémon,Stage 1,Grass,80.0,46,Uncommon,Kagemaru Himeno,ex8,Deoxys,EX,2005/02/01,2005,https://images.pokemontcg.io/ex8/46.png,https://images.pokemontcg.io/ex8/46_hires.png,1.41,,14.35,0.02,1.6,1.41
hgss2-46,Carnivine,Pokémon,Basic,Grass,80.0,46,Common,Wataru Kawahara,hgss2,HS—Unleashed,HeartGold & SoulSilver,2010/05/12,2010,https://images.pokemontcg.io/hgss2/46.png,https://images.pokemontcg.io/hgss2/46_hires.png,0.31,,2.53,0.14,0.17,0.31
base3-49,Horsea,Pokémon,Basic,Water,40.0,49,Common,Mitsuhiro Arita,base3,Fossil,Base,1999/10/10,1999,https://images.pokemontcg.io/base3/49.png,https://images.pokemontcg.io/base3/49_hires.png,,,,0.55,0.55,0.55
hgss3-45,Doduo,Pokémon,Basic,Colorless,50.0,45,Common,Yukiko Baba,hgss3,HS—Undaunted,HeartGold & SoulSilver,2010/08/18,2010,https://images.pokemontcg.io/hgss3/45.png,https://images.pokemontcg.io/hgss3/45_hires.png,0.4,,2.15,0.26,0.17,0.4
sm5-45,Shinx,Pokémon,Basic,Lightning,50.0,45,Common,Shibuzoh.,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/45.png,https://images.pokemontcg.io/sm5/45_hires.png,0.41,,0.67,0.13,0.15,0.41
xy12-40,Electrode,Pokémon,Stage 1,Lightning,80.0,40,Rare,Keiji Kinebuchi,xy12,Evolutions,XY,2016/11/02,2016,https://images.pokemontcg.io/xy12/40.png,https://images.pokemontcg.io/xy12/40_hires.png,0.34,,1.02,0.29,0.23,0.34
bw4-51,Zekrom-EX,Pokémon,"Basic, EX",Lightning,180.0,51,Rare Holo EX,Shizurow,bw4,Next Destinies,Black & White,2012/02/08,2012,https://images.pokemontcg.io/bw4/51.png,https://images.pokemontcg.io/bw4/51_hires.png,,29.2,,9.98,10.0,29.2
swsh3-42,Simipour,Pokémon,Stage 1,Water,100.0,42,Uncommon,Shigenori Negishi,swsh3,Darkness Ablaze,Sword & Shield,2020/08/14,2020,https://images.pokemontcg.io/swsh3/42.png,https://images.pokemontcg.io/swsh3/42_hires.png,0.05,,0.29,0.06,0.06,0.05
ex7-45,Mantine,Pokémon,Basic,Water,70.0,45,Uncommon,Miki Tanaka,ex7,Team Rocket Returns,EX,2004/11/01,2004,https://images.pokemontcg.io/ex7/45.png,https://images.pokemontcg.io/ex7/45_hires.png,3.88,,60.0,2.06,2.78,3.88
bw6-47,Dustox,Pokémon,Stage 2,Psychic,130.0,47,Rare,Kagemaru Himeno,bw6,Dragons Exalted,Black & White,2012/08/15,2012,https://images.pokemontcg.io/bw6/47.png,https://images.pokemontcg.io/bw6/47_hires.png,0.91,,1.5,0.48,0.48,0.91
