card_id,name,number,rarity,types,set.name,set.release_date,images.large,prices.cardmarket_trend,prices.tcgplayer_variants.holofoil.market
ex6-11,Poliwrath,11,Rare Holo,Water,FireRed & LeafGreen,2004/09/01,https://images.pokemontcg.io/ex6/11_hires.png,8.73,27.01
bw5-12,Flareon,12,Uncommon,Fire,Dark Explorers,2012/05/09,https://images.pokemontcg.io/bw5/12_hires.png,65.26,
ecard2-H18,Nidoking,H18,Rare Holo,Fighting,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H18_hires.png,104.13,230.98
sm1-14,Fomantis,14,Common,Grass,Sun & Moon,2017/02/03,https://images.pokemontcg.io/sm1/14_hires.png,0.08,
base6-15,Machamp,15,Rare Holo,Fighting,Legendary Collection,2002/05/24,https://images.pokemontcg.io/base6/15_hires.png,12.1,54.98
ex3-14,Dragonair,14,Rare,Colorless,Dragon,2003/11/24,https://images.pokemontcg.io/ex3/14_hires.png,3.02,
hgss4-17,Ditto,17,Rare,Colorless,HS—Triumphant,2010/11/03,https://images.pokemontcg.io/hgss4/17_hires.png,5.41,
ex2-9,Mawile,9,Rare Holo,Metal,Sandstorm,2003/09/18,https://images.pokemontcg.io/ex2/9_hires.png,23.33,65.0
det1-16,Lickitung,16,Common,Colorless,Detective Pikachu,2019/04/05,https://images.pokemontcg.io/det1/16_hires.png,0.39,0.36
swsh1-15,Rillaboom,15,Rare,Grass,Sword & Shield,2020/02/07,https://images.pokemontcg.io/swsh1/15_hires.png,0.86,
ex3-15,Flygon,15,Rare,Colorless,Dragon,2003/11/24,https://images.pokemontcg.io/ex3/15_hires.png,50.83,
xy12-8,Tangela,8,Common,Grass,Evolutions,2016/11/02,https://images.pokemontcg.io/xy12/8_hires.png,0.1,
swsh2-9,Ludicolo,9,Rare,Grass,Rebel Clash,2020/05/01,https://images.pokemontcg.io/swsh2/9_hires.png,0.15,
dp6-6,Heatran,6,Rare Holo,Fire,Legends Awakened,2008/08/01,https://images.pokemontcg.io/dp6/6_hires.png,3.61,8.15
hgss3-12,Drifblim,12,Rare,Psychic,HS—Undaunted,2010/08/18,https://images.pokemontcg.io/hgss3/12_hires.png,0.67,
g1-7,Parasect,7,Rare,Grass,Generations,2016/02/22,https://images.pokemontcg.io/g1/7_hires.png,0.34,
pl4-16,Gengar,16,Rare,Psychic,Arceus,2009/11/04,https://images.pokemontcg.io/pl4/16_hires.png,9.0,
xy7-16,Larvesta,16,Common,Fire,Ancient Origins,2015/08/12,https://images.pokemontcg.io/xy7/16_hires.png,0.11,
xy8-11,Chesnaught,11,Rare Holo,Grass,BREAKthrough,2015/11/04,https://images.pokemontcg.io/xy8/11_hires.png,4.22,1.62
sm3-13,Simisage,13,Uncommon,Grass,Burning Shadows,2017/08/05,https://images.pokemontcg.io/sm3/13_hires.png,0.09,
det1-17,Ditto,17,Rare Ultra,Colorless,Detective Pikachu,2019/04/05,https://images.pokemontcg.io/det1/17_hires.png,5.84,13.29
xy3-6,Shroomish,6,Common,Grass,Furious Fists,2014/08/13,https://images.pokemontcg.io/xy3/6_hires.png,0.15,
bw10-18,Remoraid,18,Common,Water,Plasma Blast,2013/08/14,https://images.pokemontcg.io/bw10/18_hires.png,0.1,
ex9-17,Nosepass,17,Rare,Fighting,Emerald,2005/05/01,https://images.pokemontcg.io/ex9/17_hires.png,1.69,
basep-12,Mewtwo,12,Promo,Psychic,Wizards Black Star Promos,1999/07/01,https://images.pokemontcg.io/basep/12_hires.png,209.45,
xy2-19,Litleo,19,Common,Fire,Flashfire,2014/05/07,https://images.pokemontcg.io/xy2/19_hires.png,0.14,
bw4-16,Simisear,16,Rare,Fire,Next Destinies,2012/02/08,https://images.pokemontcg.io/bw4/16_hires.png,0.37,
xy1-15,Scatterbug,15,Common,Grass,XY,2014/02/05,https://images.pokemontcg.io/xy1/15_hires.png,0.12,
dv1-18,Exp. Share,18,,,Dragon Vault,2012/10/05,https://images.pokemontcg.io/dv1/18_hires.png,1.98,1.81
sm4-8,Shelmet,8,Common,Grass,Crimson Invasion,2017/11/03,https://images.pokemontcg.io/sm4/8_hires.png,0.06,
sm6-10,Gogoat,10,Uncommon,Grass,Forbidden Light,2018/05/04,https://images.pokemontcg.io/sm6/10_hires.png,0.14,
pop5-11,Meowth δ,11,Common,Darkness,POP Series 5,2007/03/01,https://images.pokemontcg.io/pop5/11_hires.png,11.15,
bw2-8,Leavanny,8,Rare,Grass,Emerging Powers,2011/08/31,https://images.pokemontcg.io/bw2/8_hires.png,0.87,
base5-13,Dark Vileplume,13,Rare Holo,Grass,Team Rocket,2000/04/24,https://images.pokemontcg.io/base5/13_hires.png,42.71,
bw8-13,Amoonguss,13,Uncommon,Grass,Plasma Storm,2013/02/06,https://images.pokemontcg.io/bw8/13_hires.png,0.24,
xy10-16,Dewgong,16,Uncommon,Water,Fates Collide,2016/05/02,https://images.pokemontcg.io/xy10/16_hires.png,0.17,
ex13-14,Pidgeot δ,14,Rare Holo,"Lightning, Metal",Holon Phantoms,2006/05/01,https://images.pokemontcg.io/ex13/14_hires.png,12.28,47.9
col1-16,Magmortar,16,Rare Holo,Fire,Call of Legends,2011/02/09,https://images.pokemontcg.io/col1/16_hires.png,4.11,9.1
swshp-SWSH006,Rillaboom,SWSH006,Promo,Grass,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH006_hires.png,10.83,5.85
pop1-16,Armaldo ex,16,Rare,Fighting,POP Series 1,2004/09/01,https://images.pokemontcg.io/pop1/16_hires.png,61.68,
sm5-17,Araquanid,17,Rare,Grass,Ultra Prism,2018/02/02,https://images.pokemontcg.io/sm5/17_hires.png,0.26,
dp3-19,Suicune,19,Rare Holo,Water,Secret Wonders,2007/11/01,https://images.pokemontcg.io/dp3/19_hires.png,4.9,51.62
pop7-17,Spinda,17,Common,Colorless,POP Series 7,2008/03/01,https://images.pokemontcg.io/pop7/17_hires.png,1.77,
gym1-15,Brock,15,Rare Holo,,Gym Heroes,2000/08/14,https://images.pokemontcg.io/gym1/15_hires.png,26.65,
dp7-7,Mismagius,7,Rare Holo,Psychic,Stormfront,2008/11/01,https://images.pokemontcg.io/dp7/7_hires.png,3.1,8.32
pop9-15,Pikachu,15,Common,Lightning,POP Series 9,2009/03/01,https://images.pokemontcg.io/pop9/15_hires.png,12.57,
dp2-8,Feraligatr,8,Rare Holo,Water,Mysterious Treasures,2007/08/01,https://images.pokemontcg.io/dp2/8_hires.png,7.38,37.34
pop3-13,Eevee,13,Common,Colorless,POP Series 3,2006/04/01,https://images.pokemontcg.io/pop3/13_hires.png,22.22,
sm11-8,Swadloon,8,Uncommon,Grass,Unified Minds,2019/08/02,https://images.pokemontcg.io/sm11/8_hires.png,0.16,
ecard2-H19,Ninetales,H19,Rare Holo,Fire,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H19_hires.png,188.04,399.99
hgss4-18,Dragonite,18,Rare,Colorless,HS—Triumphant,2010/11/03,https://images.pokemontcg.io/hgss4/18_hires.png,4.73,
dp5-7,Leafeon,7,Rare Holo,Grass,Majestic Dawn,2008/05/01,https://images.pokemontcg.io/dp5/7_hires.png,14.56,91.2
neo1-8,Kingdra,8,Rare Holo,Water,Neo Genesis,2000/12/16,https://images.pokemontcg.io/neo1/8_hires.png,9.88,
ex16-6,Charizard,6,Rare Holo,Fire,Power Keepers,2007/02/02,https://images.pokemontcg.io/ex16/6_hires.png,56.51,181.55
ex11-18,Vaporeon δ,18,Rare Holo,"Water, Metal",Delta Species,2005/10/31,https://images.pokemontcg.io/ex11/18_hires.png,64.25,140.1
sm8-14,Jumpluff,14,Rare Holo,Grass,Lost Thunder,2018/11/02,https://images.pokemontcg.io/sm8/14_hires.png,1.25,1.31
sm35-6,Carnivine,6,Uncommon,Grass,Shining Legends,2017/10/06,https://images.pokemontcg.io/sm35/6_hires.png,0.36,
sm1-15,Lurantis-GX,15,Rare Holo GX,Grass,Sun & Moon,2017/02/03,https://images.pokemontcg.io/sm1/15_hires.png,2.2,1.37
ex10-16,Sunflora,16,Rare Holo,Grass,Unseen Forces,2005/08/01,https://images.pokemontcg.io/ex10/16_hires.png,12.03,21.36
mcd16-6,Pikachu,6,,Lightning,McDonald's Collection 2016,2016/08/19,https://images.pokemontcg.io/mcd16/6_hires.png,16.33,
dc1-7,Team Aqua's Grimer,7,Common,Psychic,Double Crisis,2015/03/25,https://images.pokemontcg.io/dc1/7_hires.png,3.32,
sm10-9,Venonat,9,Common,Grass,Unbroken Bonds,2019/05/03,https://images.pokemontcg.io/sm10/9_hires.png,0.23,
sm2-15,Salandit,15,Common,Fire,Guardians Rising,2017/05/05,https://images.pokemontcg.io/sm2/15_hires.png,0.03,
bw7-15,Whimsicott,15,Rare,Grass,Boundaries Crossed,2012/11/07,https://images.pokemontcg.io/bw7/15_hires.png,0.59,
dpp-DP16,Pikachu,DP16,Promo,Lightning,DP Black Star Promos,2007/05/01,https://images.pokemontcg.io/dpp/DP16_hires.png,,119.95
pop2-9,Multi Technical Machine 01,9,Uncommon,,POP Series 2,2005/08/01,https://images.pokemontcg.io/pop2/9_hires.png,3.83,
xy9-7,Petilil,7,Common,Grass,BREAKpoint,2016/02/03,https://images.pokemontcg.io/xy9/7_hires.png,0.07,
sm7-10a,Sceptile,10a,Rare Holo,Grass,Celestial Storm,2018/08/03,https://images.pokemontcg.io/sm7/10a_hires.png,2.6,
base2-8,Pidgeot,8,Rare Holo,Colorless,Jungle,1999/06/16,https://images.pokemontcg.io/base2/8_hires.png,28.04,
pop8-9,Night Maintenance,9,Uncommon,,POP Series 8,2008/09/01,https://images.pokemontcg.io/pop8/9_hires.png,3.04,
xy4-14,Kingler,14,Uncommon,Water,Phantom Forces,2014/11/05,https://images.pokemontcg.io/xy4/14_hires.png,0.34,
neo2-7,Magnemite,7,Rare Holo,Metal,Neo Discovery,2001/06/01,https://images.pokemontcg.io/neo2/7_hires.png,52.46,
sm9-17,Ponyta,17,Common,Fire,Team Up,2019/02/01,https://images.pokemontcg.io/sm9/17_hires.png,0.16,
pop4-14,Squirtle,14,Common,Water,POP Series 4,2006/08/01,https://images.pokemontcg.io/pop4/14_hires.png,35.65,
sm75-14,Salazzle,14,Uncommon,Fire,Dragon Majesty,2018/09/07,https://images.pokemontcg.io/sm75/14_hires.png,0.26,
dp1-16,Staraptor,16,Rare Holo,Colorless,Diamond & Pearl,2007/05/01,https://images.pokemontcg.io/dp1/16_hires.png,4.15,20.99
ex1-8,Hariyama,8,Rare Holo,Fighting,Ruby & Sapphire,2003/07/01,https://images.pokemontcg.io/ex1/8_hires.png,7.17,12.95
pl1-18,Altaria,18,Rare,Colorless,Platinum,2009/02/11,https://images.pokemontcg.io/pl1/18_hires.png,1.67,
sma-SV8,Alolan Vulpix,SV8,Rare Shiny,Water,Hidden Fates Shiny Vault,2019/08/23,https://images.pokemontcg.io/sma/SV8_hires.png,3.55,12.02
hgss2-15,Fearow,15,Rare,Colorless,HS—Unleashed,2010/05/12,https://images.pokemontcg.io/hgss2/15_hires.png,0.94,
gym2-18,Giovanni,18,Rare Holo,,Gym Challenge,2000/10/16,https://images.pokemontcg.io/gym2/18_hires.png,56.0,
xy11-18,Chimchar,18,Common,Fire,Steam Siege,2016/08/03,https://images.pokemontcg.io/xy11/18_hires.png,0.09,
base4-17,Scyther,17,Rare Holo,Grass,Base Set 2,2000/02/24,https://images.pokemontcg.io/base4/17_hires.png,24.31,32.53
xy0-10,Delphox,10,,Fire,Kalos Starter Set,2013/11/08,https://images.pokemontcg.io/xy0/10_hires.png,1.41,0.82
base6-16,Muk,16,Rare Holo,Grass,Legendary Collection,2002/05/24,https://images.pokemontcg.io/base6/16_hires.png,23.75,21.47
sm115-18,Vaporeon,18,Rare Holo,Water,Hidden Fates,2019/08/23,https://images.pokemontcg.io/sm115/18_hires.png,0.87,1.46
bw3-8,Karrablast,8,Common,Grass,Noble Victories,2011/11/16,https://images.pokemontcg.io/bw3/8_hires.png,0.17,
ex15-6,Nidoking δ,6,Rare Holo,Darkness,Dragon Frontiers,2006/11/01,https://images.pokemontcg.io/ex15/6_hires.png,8.96,56.67
neo3-14,Suicune,14,Rare Holo,Water,Neo Revelation,2001/09/21,https://images.pokemontcg.io/neo3/14_hires.png,106.69,
ex5-10,Medicham,10,Rare Holo,Fighting,Hidden Legends,2004/06/01,https://images.pokemontcg.io/ex5/10_hires.png,7.87,11.53
ex12-18,Huntail,18,Rare,Water,Legend Maker,2006/02/01,https://images.pokemontcg.io/ex12/18_hires.png,0.75,
ecard3-H12,Jolteon,H12,Rare Holo,Lightning,Skyridge,2003/05/12,https://images.pokemontcg.io/ecard3/H12_hires.png,400.63,204.97
swsh35-17,Gardevoir VMAX,17,Rare Holo VMAX,Psychic,Champion's Path,2020/09/25,https://images.pokemontcg.io/swsh35/17_hires.png,4.19,4.79
base1-16,Zapdos,16,Rare Holo,Lightning,Base,1999/01/09,https://images.pokemontcg.io/base1/16_hires.png,21.46,54.69
pl2-12,Roserade GL,12,Rare Holo,Grass,Rising Rivals,2009/05/16,https://images.pokemontcg.io/pl2/12_hires.png,2.22,7.57
ex7-16,Dark Muk,16,Rare,"Grass, Darkness",Team Rocket Returns,2004/11/01,https://images.pokemontcg.io/ex7/16_hires.png,4.5,
smp-SM09,Togedemaru,SM09,Promo,Lightning,SM Black Star Promos,2017/02/03,https://images.pokemontcg.io/smp/SM09_hires.png,0.48,1.01
ex14-13,Wigglytuff,13,Rare Holo,Colorless,Crystal Guardians,2006/08/01,https://images.pokemontcg.io/ex14/13_hires.png,6.24,22.15
bw1-13,Deerling,13,Common,Grass,Black & White,2011/04/25,https://images.pokemontcg.io/bw1/13_hires.png,0.25,
hsp-HGSS07,Feraligatr,HGSS07,Promo,Water,HGSS Black Star Promos,2010/02/10,https://images.pokemontcg.io/hsp/HGSS07_hires.png,,75.41
bw6-16,Maractus,16,Uncommon,Grass,Dragons Exalted,2012/08/15,https://images.pokemontcg.io/bw6/16_hires.png,0.44,
swsh3-9,Shelmet,9,Common,Grass,Darkness Ablaze,2020/08/14,https://images.pokemontcg.io/swsh3/9_hires.png,0.03,
base3-17,Articuno,17,Rare,Water,Fossil,1999/10/10,https://images.pokemontcg.io/base3/17_hires.png,8.98,
xy5-16,Breloom,16,Rare,Grass,Primal Clash,2015/02/04,https://images.pokemontcg.io/xy5/16_hires.png,0.5,
pop6-15,Piplup,15,Common,Water,POP Series 6,2007/09/01,https://images.pokemontcg.io/pop6/15_hires.png,8.24,22.87
hgss1-17,Cleffa,17,Rare,Colorless,HeartGold & SoulSilver,2010/02/10,https://images.pokemontcg.io/hgss1/17_hires.png,2.76,
ex4-16,Team Aqua's Sealeo,16,Rare,Water,Team Magma vs Team Aqua,2004/03/01,https://images.pokemontcg.io/ex4/16_hires.png,1.45,
mcd16-7,Scraggy,7,,Darkness,McDonald's Collection 2016,2016/08/19,https://images.pokemontcg.io/mcd16/7_hires.png,9.6,
pop3-14,Ivysaur,14,Common,Grass,POP Series 3,2006/04/01,https://images.pokemontcg.io/pop3/14_hires.png,1.4,
sm4-9,Accelgor,9,Uncommon,Grass,Crimson Invasion,2017/11/03,https://images.pokemontcg.io/sm4/9_hires.png,0.03,
pl1-19,Banette,19,Rare,Psychic,Platinum,2009/02/11,https://images.pokemontcg.io/pl1/19_hires.png,2.28,
pl2-13,Shiftry,13,Rare Holo,Darkness,Rising Rivals,2009/05/16,https://images.pokemontcg.io/pl2/13_hires.png,1.72,4.9
swsh1-16,Blipbug,16,Common,Grass,Sword & Shield,2020/02/07,https://images.pokemontcg.io/swsh1/16_hires.png,0.04,
hgss2-16,Floatzel,16,Rare,Water,HS—Unleashed,2010/05/12,https://images.pokemontcg.io/hgss2/16_hires.png,0.69,
neo2-8,Politoed,8,Rare Holo,Water,Neo Discovery,2001/06/01,https://images.pokemontcg.io/neo2/8_hires.png,63.34,
bw7-16,Petilil,16,Uncommon,Grass,Boundaries Crossed,2012/11/07,https://images.pokemontcg.io/bw7/16_hires.png,0.2,
ex11-19,Azumarill δ,19,Rare,"Water, Metal",Delta Species,2005/10/31,https://images.pokemontcg.io/ex11/19_hires.png,4.44,
swsh35-18,Hatenna,18,Common,Psychic,Champion's Path,2020/09/25,https://images.pokemontcg.io/swsh35/18_hires.png,0.1,
base2-9,Pinsir,9,Rare Holo,Grass,Jungle,1999/06/16,https://images.pokemontcg.io/base2/9_hires.png,27.24,
hsp-HGSS08,Meganium,HGSS08,Promo,Grass,HGSS Black Star Promos,2010/02/10,https://images.pokemontcg.io/hsp/HGSS08_hires.png,,47.39
ex2-10,Sableye,10,Rare Holo,Darkness,Sandstorm,2003/09/18,https://images.pokemontcg.io/ex2/10_hires.png,50.92,116.81
bw11-19,Charizard,19,Rare Holo,Fire,Legendary Treasures,2013/11/06,https://images.pokemontcg.io/bw11/19_hires.png,50.06,64.72
sm75-15,Horsea,15,Common,Water,Dragon Majesty,2018/09/07,https://images.pokemontcg.io/sm75/15_hires.png,0.14,
xy2-20,Pyroar,20,Rare Holo,Fire,Flashfire,2014/05/07,https://images.pokemontcg.io/xy2/20_hires.png,1.84,0.8
smp-SM10,Shiinotic,SM10,Promo,Grass,SM Black Star Promos,2017/02/03,https://images.pokemontcg.io/smp/SM10_hires.png,34.3,20.96
bwp-BW09,Zoroark,BW09,Promo,Darkness,BW Black Star Promos,2011/03/01,https://images.pokemontcg.io/bwp/BW09_hires.png,2.05,5.16
det1-18,Slaking,18,Rare,Colorless,Detective Pikachu,2019/04/05,https://images.pokemontcg.io/det1/18_hires.png,2.22,1.37
ex7-17,Dark Raticate,17,Rare,Darkness,Team Rocket Returns,2004/11/01,https://images.pokemontcg.io/ex7/17_hires.png,2.43,
basep-13,Venusaur,13,Promo,Grass,Wizards Black Star Promos,1999/07/01,https://images.pokemontcg.io/basep/13_hires.png,118.95,303.69
xy1-16,Spewpa,16,Uncommon,Grass,XY,2014/02/05,https://images.pokemontcg.io/xy1/16_hires.png,0.09,
xy3-7,Leafeon,7,Rare,Grass,Furious Fists,2014/08/13,https://images.pokemontcg.io/xy3/7_hires.png,5.23,
ru1-16,Bibarel,16,,Colorless,Pokémon Rumble,2009/12/02,https://images.pokemontcg.io/ru1/16_hires.png,31.42,
hgss4-19,Dugtrio,19,Rare,Fighting,HS—Triumphant,2010/11/03,https://images.pokemontcg.io/hgss4/19_hires.png,1.09,
ex1-9,Manectric,9,Rare Holo,Lightning,Ruby & Sapphire,2003/07/01,https://images.pokemontcg.io/ex1/9_hires.png,9.44,17.57
bw1-14,Sawsbuck,14,Rare,Grass,Black & White,2011/04/25,https://images.pokemontcg.io/bw1/14_hires.png,1.35,
bw4-17,Darumaka,17,Common,Fire,Next Destinies,2012/02/08,https://images.pokemontcg.io/bw4/17_hires.png,0.14,
pop2-10,Pokémon Park,10,Uncommon,,POP Series 2,2005/08/01,https://images.pokemontcg.io/pop2/10_hires.png,4.94,
sm2-16,Salazzle,16,Rare,Fire,Guardians Rising,2017/05/05,https://images.pokemontcg.io/sm2/16_hires.png,0.21,
xy6-13,Victini,13,Rare,Fire,Roaring Skies,2015/05/06,https://images.pokemontcg.io/xy6/13_hires.png,1.42,
pop8-10,Rare Candy,10,Uncommon,,POP Series 8,2008/09/01,https://images.pokemontcg.io/pop8/10_hires.png,3.08,
swsh2-10,Surskit,10,Common,Grass,Rebel Clash,2020/05/01,https://images.pokemontcg.io/swsh2/10_hires.png,0.06,
sm9-18,Rapidash,18,Uncommon,Fire,Team Up,2019/02/01,https://images.pokemontcg.io/sm9/18_hires.png,0.2,
pop9-16,Piplup,16,Common,Water,POP Series 9,2009/03/01,https://images.pokemontcg.io/pop9/16_hires.png,5.15,
sm3-14,Dewpider,14,Common,Grass,Burning Shadows,2017/08/05,https://images.pokemontcg.io/sm3/14_hires.png,0.06,
xy4-15,Totodile,15,Common,Water,Phantom Forces,2014/11/05,https://images.pokemontcg.io/xy4/15_hires.png,0.19,
ex8-15,Slaking,15,Rare Holo,Colorless,Deoxys,2005/02/01,https://images.pokemontcg.io/ex8/15_hires.png,11.84,20.66
swshp-SWSH007,Frosmoth,SWSH007,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH007_hires.png,20.32,77.94
sma-SV9,Wooper,SV9,Rare Shiny,Water,Hidden Fates Shiny Vault,2019/08/23,https://images.pokemontcg.io/sma/SV9_hires.png,8.89,24.79
sm7-11,Seedot,11,Common,Grass,Celestial Storm,2018/08/03,https://images.pokemontcg.io/sm7/11_hires.png,0.14,
dp5-8,Manaphy,8,Rare Holo,Water,Majestic Dawn,2008/05/01,https://images.pokemontcg.io/dp5/8_hires.png,3.38,9.84
ex12-19,Lanturn,19,Rare,Lightning,Legend Maker,2006/02/01,https://images.pokemontcg.io/ex12/19_hires.png,2.28,
sm12-16,Sawsbuck,16,Rare Holo,Grass,Cosmic Eclipse,2019/11/01,https://images.pokemontcg.io/sm12/16_hires.png,0.83,2.13
ex3-16,Girafarig,16,Rare,Psychic,Dragon,2003/11/24,https://images.pokemontcg.io/ex3/16_hires.png,0.8,
base1-17,Beedrill,17,Rare,Grass,Base,1999/01/09,https://images.pokemontcg.io/base1/17_hires.png,18.7,
gym1-16,Erika,16,Rare Holo,,Gym Heroes,2000/08/14,https://images.pokemontcg.io/gym1/16_hires.png,35.19,
xy7-17,Volcarona,17,Rare Holo,Fire,Ancient Origins,2015/08/12,https://images.pokemontcg.io/xy7/17_hires.png,0.96,0.77
base4-18,Venusaur,18,Rare Holo,Grass,Base Set 2,2000/02/24,https://images.pokemontcg.io/base4/18_hires.png,69.14,106.74
ex16-7,Cradily,7,Rare Holo,Grass,Power Keepers,2007/02/02,https://images.pokemontcg.io/ex16/7_hires.png,4.81,9.86
np-6,Torchic,6,Promo,Fire,Nintendo Black Star Promos,2003/10/01,https://images.pokemontcg.io/np/6_hires.png,783.98,
xyp-XY07,Xerneas-EX,XY07,Promo,Fairy,XY Black Star Promos,2013/10/12,https://images.pokemontcg.io/xyp/XY07_hires.png,5.5,8.34
xy12-9,Charmander,9,Common,Fire,Evolutions,2016/11/02,https://images.pokemontcg.io/xy12/9_hires.png,0.18,
sm6-11,Pheromosa,11,Rare Holo,Grass,Forbidden Light,2018/05/04,https://images.pokemontcg.io/sm6/11_hires.png,13.25,9.35
xy11-19,Monferno,19,Uncommon,Fire,Steam Siege,2016/08/03,https://images.pokemontcg.io/xy11/19_hires.png,0.07,
col1-17,Ninetales,17,Rare Holo,Fire,Call of Legends,2011/02/09,https://images.pokemontcg.io/col1/17_hires.png,12.57,56.08
bw3-9,Foongus,9,Common,Grass,Noble Victories,2011/11/16,https://images.pokemontcg.io/bw3/9_hires.png,0.2,
dc1-8,Team Aqua's Muk,8,Rare Holo,Psychic,Double Crisis,2015/03/25,https://images.pokemontcg.io/dc1/8_hires.png,4.77,2.59
neo1-9,Lugia,9,Rare Holo,Colorless,Neo Genesis,2000/12/16,https://images.pokemontcg.io/neo1/9_hires.png,311.38,
pop5-12,Pikachu,12,Common,Lightning,POP Series 5,2007/03/01,https://images.pokemontcg.io/pop5/12_hires.png,110.26,434.85
base5-14,Dark Weezing,14,Rare Holo,Grass,Team Rocket,2000/04/24,https://images.pokemontcg.io/base5/14_hires.png,11.33,
hgss1-18,Exeggutor,18,Rare,Psychic,HeartGold & SoulSilver,2010/02/10,https://images.pokemontcg.io/hgss1/18_hires.png,0.6,
ex13-15,Raichu δ,15,Rare Holo,Metal,Holon Phantoms,2006/05/01,https://images.pokemontcg.io/ex13/15_hires.png,24.64,129.53
ex14-14,Blastoise,14,Rare,Water,Crystal Guardians,2006/08/01,https://images.pokemontcg.io/ex14/14_hires.png,37.79,
ecard3-H13,Kabutops,H13,Rare Holo,Fighting,Skyridge,2003/05/12,https://images.pokemontcg.io/ecard3/H13_hires.png,95.57,399.99
ecard1-8,Cloyster,8,Rare Holo,Water,Expedition Base Set,2002/09/15,https://images.pokemontcg.io/ecard1/8_hires.png,40.67,93.37
ex15-7,Nidoqueen δ,7,Rare Holo,Metal,Dragon Frontiers,2006/11/01,https://images.pokemontcg.io/ex15/7_hires.png,12.56,32.64
neo4-16,Miracle Energy,16,Rare Holo,,Neo Destiny,2002/02/28,https://images.pokemontcg.io/neo4/16_hires.png,25.05,
pl3-16,Articuno,16,Rare,Water,Supreme Victors,2009/08/19,https://images.pokemontcg.io/pl3/16_hires.png,6.44,
neo3-15,Aerodactyl,15,Rare,Fighting,Neo Revelation,2001/09/21,https://images.pokemontcg.io/neo3/15_hires.png,8.48,
ecard2-H20,Octillery,H20,Rare Holo,Water,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H20_hires.png,47.61,75.79
sm35-7,Shaymin,7,Rare Holo,Grass,Shining Legends,2017/10/06,https://images.pokemontcg.io/sm35/7_hires.png,0.49,0.42
xy8-12,Chesnaught BREAK,12,Rare BREAK,Grass,BREAKthrough,2015/11/04,https://images.pokemontcg.io/xy8/12_hires.png,5.53,2.73
dp7-8,Raichu,8,Rare Holo,Lightning,Stormfront,2008/11/01,https://images.pokemontcg.io/dp7/8_hires.png,6.96,29.79
dp3-20,Venusaur,20,Rare Holo,Grass,Secret Wonders,2007/11/01,https://images.pokemontcg.io/dp3/20_hires.png,3.37,47.37
gym2-19,Koga,19,Rare Holo,,Gym Challenge,2000/10/16,https://images.pokemontcg.io/gym2/19_hires.png,48.31,
base3-18,Ditto,18,Rare,Colorless,Fossil,1999/10/10,https://images.pokemontcg.io/base3/18_hires.png,8.57,
pop6-16,Starly,16,Common,Colorless,POP Series 6,2007/09/01,https://images.pokemontcg.io/pop6/16_hires.png,2.52,
dpp-DP17,Dialga LV.X,DP17,Promo,Metal,DP Black Star Promos,2007/05/01,https://images.pokemontcg.io/dpp/DP17_hires.png,,131.18
xy9-8,Lilligant,8,Rare,Grass,BREAKpoint,2016/02/03,https://images.pokemontcg.io/xy9/8_hires.png,0.2,
dp2-9,Garchomp,9,Rare Holo,Colorless,Mysterious Treasures,2007/08/01,https://images.pokemontcg.io/dp2/9_hires.png,5.73,42.75
ex6-12,Raichu,12,Rare Holo,Lightning,FireRed & LeafGreen,2004/09/01,https://images.pokemontcg.io/ex6/12_hires.png,12.23,35.03
dp6-7,Kingdra,7,Rare Holo,Water,Legends Awakened,2008/08/01,https://images.pokemontcg.io/dp6/7_hires.png,6.82,16.63
